strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
CDC1551,NC_002755.2,Protein Homology,CDS,2773162,2773815,654,-,,0,cds-WP_003412698.1,WP_003412698.1,hypothetical protein,MT_RS13000,protein_coding,ID=cds-WP_003412698.1;Parent=gene-MT_RS13000;Dbxref=GenBank:WP_003412698.1;Name=WP_003412698.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216990.1;locus_tag=MT_RS13000;product=hypothetical protein;protein_id=WP_003412698.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2773821,2774237,417,-,,,gene-MT_RS13005,MT_RS13005,,MT_RS13005,protein_coding,ID=gene-MT_RS13005;Name=MT_RS13005;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13005;old_locus_tag=MT2550
CDC1551,NC_002755.2,Protein Homology,CDS,2773821,2774237,417,-,,0,cds-WP_003412703.1,WP_003412703.1,acyl-CoA thioesterase,MT_RS13005,protein_coding,"ID=cds-WP_003412703.1;Parent=gene-MT_RS13005;Dbxref=GenBank:WP_003412703.1;Name=WP_003412703.1;Ontology_term=GO:0016787,GO:0016790;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,thiolester hydrolase activity|0016790||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216991.1;locus_tag=MT_RS13005;product=acyl-CoA thioesterase;protein_id=WP_003412703.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2774234,2779108,4875,-,,,gene-MT_RS13010,gdh,,MT_RS13010,protein_coding,ID=gene-MT_RS13010;Name=gdh;gbkey=Gene;gene=gdh;gene_biotype=protein_coding;locus_tag=MT_RS13010;old_locus_tag=MT2551
CDC1551,NC_002755.2,Protein Homology,CDS,2774234,2779108,4875,-,,0,cds-WP_003899340.1,WP_003899340.1,NAD-glutamate dehydrogenase,MT_RS13010,protein_coding,ID=cds-WP_003899340.1;Parent=gene-MT_RS13010;Dbxref=GenBank:WP_003899340.1;Name=WP_003899340.1;Ontology_term=GO:0004352;gbkey=CDS;gene=gdh;go_function=glutamate dehydrogenase (NAD+) activity|0004352||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216992.1;locus_tag=MT_RS13010;product=NAD-glutamate dehydrogenase;protein_id=WP_003899340.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2779212,2780888,1677,-,,,gene-MT_RS13015,ettA,,MT_RS13015,protein_coding,ID=gene-MT_RS13015;Name=ettA;gbkey=Gene;gene=ettA;gene_biotype=protein_coding;locus_tag=MT_RS13015;old_locus_tag=MT2552
CDC1551,NC_002755.2,Protein Homology,CDS,2779212,2780888,1677,-,,0,cds-WP_003412708.1,WP_003412708.1,energy-dependent translational throttle protein EttA,MT_RS13015,protein_coding,"ID=cds-WP_003412708.1;Parent=gene-MT_RS13015;Dbxref=GenBank:WP_003412708.1;Name=WP_003412708.1;Ontology_term=GO:0045900,GO:0005524;gbkey=CDS;gene=ettA;go_function=ATP binding|0005524||IEA;go_process=negative regulation of translational elongation|0045900||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216993.1;locus_tag=MT_RS13015;product=energy-dependent translational throttle protein EttA;protein_id=WP_003412708.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2780969,2781475,507,-,,,gene-MT_RS13020,MT_RS13020,,MT_RS13020,protein_coding,ID=gene-MT_RS13020;Name=MT_RS13020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13020;old_locus_tag=MT2553
CDC1551,NC_002755.2,Protein Homology,CDS,2780969,2781475,507,-,,0,cds-WP_003900529.1,WP_003900529.1,single-stranded DNA-binding protein,MT_RS13020,protein_coding,"ID=cds-WP_003900529.1;Parent=gene-MT_RS13020;Dbxref=GenBank:WP_003900529.1;Name=WP_003900529.1;Ontology_term=GO:0006260,GO:0003697;gbkey=CDS;go_function=single-stranded DNA binding|0003697||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003900529.1;locus_tag=MT_RS13020;product=single-stranded DNA-binding protein;protein_id=WP_003900529.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2782063,2782386,324,-,,,gene-MT_RS13025,MT_RS13025,,MT_RS13025,protein_coding,ID=gene-MT_RS13025;Name=MT_RS13025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13025
CDC1551,NC_002755.2,Protein Homology,CDS,2782063,2782386,324,-,,0,cds-WP_003902275.1,WP_003902275.1,hypothetical protein,MT_RS13025,protein_coding,ID=cds-WP_003902275.1;Parent=gene-MT_RS13025;Dbxref=GenBank:WP_003902275.1;Name=WP_003902275.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216997.1;locus_tag=MT_RS13025;product=hypothetical protein;protein_id=WP_003902275.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2782402,2784771,2370,-,,,gene-MT_RS13030,MT_RS13030,,MT_RS13030,protein_coding,ID=gene-MT_RS13030;Name=MT_RS13030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13030;old_locus_tag=MT2555
CDC1551,NC_002755.2,Protein Homology,CDS,2782402,2784771,2370,-,,0,cds-WP_003899342.1,WP_003899342.1,glycerol-3-phosphate 1-O-acyltransferase,MT_RS13030,protein_coding,"ID=cds-WP_003899342.1;Parent=gene-MT_RS13030;Dbxref=GenBank:WP_003899342.1;Name=WP_003899342.1;Ontology_term=GO:0008654,GO:0004366;gbkey=CDS;go_function=glycerol-3-phosphate O-acyltransferase activity|0004366||IEA;go_process=phospholipid biosynthetic process|0008654||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216998.1;locus_tag=MT_RS13030;product=glycerol-3-phosphate 1-O-acyltransferase;protein_id=WP_003899342.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2784768,2786510,1743,-,,,gene-MT_RS13035,plsC,,MT_RS13035,protein_coding,ID=gene-MT_RS13035;Name=plsC;gbkey=Gene;gene=plsC;gene_biotype=protein_coding;locus_tag=MT_RS13035;old_locus_tag=MT2556
CDC1551,NC_002755.2,Protein Homology,CDS,2784768,2786510,1743,-,,0,cds-WP_003899343.1,WP_003899343.1,HAD-IB family hydrolase/lysophospholipid acyltransferase family protein,MT_RS13035,protein_coding,"ID=cds-WP_003899343.1;Parent=gene-MT_RS13035;Dbxref=GenBank:WP_003899343.1;Name=WP_003899343.1;Ontology_term=GO:0008152,GO:0016787;gbkey=CDS;gene=plsC;go_function=hydrolase activity|0016787||IEA;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_216999.1;locus_tag=MT_RS13035;product=HAD-IB family hydrolase/lysophospholipid acyltransferase family protein;protein_id=WP_003899343.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2786507,2787982,1476,-,,,gene-MT_RS13040,MT_RS13040,,MT_RS13040,protein_coding,ID=gene-MT_RS13040;Name=MT_RS13040;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13040;old_locus_tag=MT2557
CDC1551,NC_002755.2,Protein Homology,CDS,2786507,2787982,1476,-,,0,cds-WP_003899345.1,WP_003899345.1,WS/DGAT/MGAT family O-acyltransferase,MT_RS13040,protein_coding,"ID=cds-WP_003899345.1;Parent=gene-MT_RS13040;Dbxref=GenBank:WP_003899345.1;Name=WP_003899345.1;Ontology_term=GO:0045017,GO:0008374;gbkey=CDS;go_function=O-acyltransferase activity|0008374||IEA;go_process=glycerolipid biosynthetic process|0045017||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217000.1;locus_tag=MT_RS13040;product=WS/DGAT/MGAT family O-acyltransferase;protein_id=WP_003899345.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2788211,2789476,1266,-,,,gene-MT_RS13045,lipQ,,MT_RS13045,protein_coding,ID=gene-MT_RS13045;Name=lipQ;gbkey=Gene;gene=lipQ;gene_biotype=protein_coding;locus_tag=MT_RS13045;old_locus_tag=MT2559
CDC1551,NC_002755.2,Protein Homology,CDS,2788211,2789476,1266,-,,0,cds-WP_003412725.1,WP_003412725.1,alpha/beta hydrolase,MT_RS13045,protein_coding,ID=cds-WP_003412725.1;Parent=gene-MT_RS13045;Dbxref=GenBank:WP_003412725.1;Name=WP_003412725.1;Ontology_term=GO:0016787;gbkey=CDS;gene=lipQ;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217001.1;locus_tag=MT_RS13045;product=alpha/beta hydrolase;protein_id=WP_003412725.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2789664,2789737,74,+,,,gene-MT_RS13050,MT_RS13050,,MT_RS13050,tRNA,ID=gene-MT_RS13050;Name=MT_RS13050;gbkey=Gene;gene_biotype=tRNA;locus_tag=MT_RS13050;old_locus_tag=MTt28
CDC1551,NC_002755.2,tRNAscan-SE,tRNA,2789664,2789737,74,+,,,rna-MT_RS13050,,tRNA-Arg,MT_RS13050,protein_coding,ID=rna-MT_RS13050;Parent=gene-MT_RS13050;anticodon=(pos:2789698..2789700);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MT_RS13050;product=tRNA-Arg
CDC1551,NC_002755.2,RefSeq,gene,2789838,2790608,771,+,,,gene-MT_RS13055,MT_RS13055,,MT_RS13055,protein_coding,ID=gene-MT_RS13055;Name=MT_RS13055;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13055;old_locus_tag=MT2560
CDC1551,NC_002755.2,Protein Homology,CDS,2789838,2790608,771,+,,0,cds-WP_003412728.1,WP_003412728.1,enoyl-CoA hydratase,MT_RS13055,protein_coding,ID=cds-WP_003412728.1;Parent=gene-MT_RS13055;Dbxref=GenBank:WP_003412728.1;Name=WP_003412728.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217002.1;locus_tag=MT_RS13055;product=enoyl-CoA hydratase;protein_id=WP_003412728.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2790789,2792873,2085,-,,,gene-MT_RS13060,MT_RS13060,,MT_RS13060,protein_coding,ID=gene-MT_RS13060;Name=MT_RS13060;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13060;old_locus_tag=MT2561
CDC1551,NC_002755.2,Protein Homology,CDS,2790789,2792873,2085,-,,0,cds-WP_003910913.1,WP_003910913.1,PE family protein,MT_RS13060,protein_coding,"ID=cds-WP_003910913.1;Parent=gene-MT_RS13060;Dbxref=GenBank:WP_003910913.1;Name=WP_003910913.1;Ontology_term=GO:0005576,GO:0009986;gbkey=CDS;go_component=extracellular region|0005576||IEA,cell surface|0009986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177886.1;locus_tag=MT_RS13060;product=PE family protein;protein_id=WP_003910913.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2792955,2796296,3342,-,,,gene-MT_RS13065,MT_RS13065,,MT_RS13065,protein_coding,ID=gene-MT_RS13065;Name=MT_RS13065;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13065;old_locus_tag=MT2563
CDC1551,NC_002755.2,Protein Homology,CDS,2792955,2796296,3342,-,,0,cds-WP_003902279.1,WP_003902279.1,LuxR family transcriptional regulator,MT_RS13065,protein_coding,ID=cds-WP_003902279.1;Parent=gene-MT_RS13065;Dbxref=GenBank:WP_003902279.1;Name=WP_003902279.1;Ontology_term=GO:0006355;gbkey=CDS;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015303515.1;locus_tag=MT_RS13065;product=LuxR family transcriptional regulator;protein_id=WP_003902279.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2796334,2796633,300,-,,,gene-MT_RS13070,MT_RS13070,,MT_RS13070,protein_coding,ID=gene-MT_RS13070;Name=MT_RS13070;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13070;old_locus_tag=MT2563.1
CDC1551,NC_002755.2,Protein Homology,CDS,2796334,2796633,300,-,,0,cds-WP_003899346.1,WP_003899346.1,hypothetical protein,MT_RS13070,protein_coding,ID=cds-WP_003899346.1;Parent=gene-MT_RS13070;Dbxref=GenBank:WP_003899346.1;Name=WP_003899346.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217005.1;locus_tag=MT_RS13070;product=hypothetical protein;protein_id=WP_003899346.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2796742,2801724,4983,-,,,gene-MT_RS13075,MT_RS13075,,MT_RS13075,protein_coding,ID=gene-MT_RS13075;Name=MT_RS13075;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13075;old_locus_tag=MT2564
CDC1551,NC_002755.2,Protein Homology,CDS,2796742,2801724,4983,-,,0,cds-WP_010886147.1,WP_010886147.1,PE family protein,MT_RS13075,protein_coding,"ID=cds-WP_010886147.1;Parent=gene-MT_RS13075;Dbxref=GenBank:WP_010886147.1;Name=WP_010886147.1;Ontology_term=GO:0005576,GO:0009986;gbkey=CDS;go_component=extracellular region|0005576||IEA,cell surface|0009986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177887.1;locus_tag=MT_RS13075;product=PE family protein;protein_id=WP_010886147.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2801811,2802017,207,-,,,gene-MT_RS13080,MT_RS13080,,MT_RS13080,protein_coding,ID=gene-MT_RS13080;Name=MT_RS13080;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13080;old_locus_tag=MT2565
CDC1551,NC_002755.2,Protein Homology,CDS,2801811,2802017,207,-,,0,cds-WP_003899347.1,WP_003899347.1,hypothetical protein,MT_RS13080,protein_coding,ID=cds-WP_003899347.1;Parent=gene-MT_RS13080;Dbxref=GenBank:WP_003899347.1;Name=WP_003899347.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:YP_009030040.1;locus_tag=MT_RS13080;product=hypothetical protein;protein_id=WP_003899347.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2802153,2802776,624,+,,,gene-MT_RS13085,MT_RS13085,,MT_RS13085,protein_coding,ID=gene-MT_RS13085;Name=MT_RS13085;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13085;old_locus_tag=MT2566
CDC1551,NC_002755.2,Protein Homology,CDS,2802153,2802776,624,+,,0,cds-WP_003900858.1,WP_003900858.1,TIGR00725 family protein,MT_RS13085,protein_coding,ID=cds-WP_003900858.1;Parent=gene-MT_RS13085;Dbxref=GenBank:WP_003900858.1;Name=WP_003900858.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217007.1;locus_tag=MT_RS13085;product=TIGR00725 family protein;protein_id=WP_003900858.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2802766,2803518,753,+,,,gene-MT_RS13090,MT_RS13090,,MT_RS13090,protein_coding,ID=gene-MT_RS13090;Name=MT_RS13090;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13090;old_locus_tag=MT2567
CDC1551,NC_002755.2,Protein Homology,CDS,2802766,2803518,753,+,,0,cds-WP_003900859.1,WP_003900859.1,hypothetical protein,MT_RS13090,protein_coding,ID=cds-WP_003900859.1;Parent=gene-MT_RS13090;Dbxref=GenBank:WP_003900859.1;Name=WP_003900859.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217008.1;locus_tag=MT_RS13090;product=hypothetical protein;protein_id=WP_003900859.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2803571,2803792,222,+,,,gene-MT_RS13095,MT_RS13095,,MT_RS13095,protein_coding,ID=gene-MT_RS13095;Name=MT_RS13095;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13095;old_locus_tag=MT2568
CDC1551,NC_002755.2,Protein Homology,CDS,2803571,2803792,222,+,,0,cds-WP_003412749.1,WP_003412749.1,antitoxin,MT_RS13095,protein_coding,ID=cds-WP_003412749.1;Parent=gene-MT_RS13095;Dbxref=GenBank:WP_003412749.1;Name=WP_003412749.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217009.1;locus_tag=MT_RS13095;product=antitoxin;protein_id=WP_003412749.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2803798,2804223,426,+,,,gene-MT_RS13100,MT_RS13100,,MT_RS13100,protein_coding,ID=gene-MT_RS13100;Name=MT_RS13100;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13100;old_locus_tag=MT2569
CDC1551,NC_002755.2,Protein Homology,CDS,2803798,2804223,426,+,,0,cds-WP_003900860.1,WP_003900860.1,type II toxin-antitoxin system VapC family toxin,MT_RS13100,protein_coding,ID=cds-WP_003900860.1;Parent=gene-MT_RS13100;Dbxref=GenBank:WP_003900860.1;Name=WP_003900860.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217010.1;locus_tag=MT_RS13100;product=type II toxin-antitoxin system VapC family toxin;protein_id=WP_003900860.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2804246,2805427,1182,-,,,gene-MT_RS13105,bkdC,,MT_RS13105,protein_coding,ID=gene-MT_RS13105;Name=bkdC;gbkey=Gene;gene=bkdC;gene_biotype=protein_coding;locus_tag=MT_RS13105;old_locus_tag=MT2570
CDC1551,NC_002755.2,Protein Homology,CDS,2804246,2805427,1182,-,,0,cds-WP_010924536.1,WP_010924536.1,dihydrolipoamide acetyltransferase family protein,MT_RS13105,protein_coding,"ID=cds-WP_010924536.1;Parent=gene-MT_RS13105;Dbxref=GenBank:WP_010924536.1;Name=WP_010924536.1;Ontology_term=GO:0016407,GO:0045240;gbkey=CDS;gene=bkdC;go_component=alpha-ketoacid dehydrogenase complex|0045240||IEA;go_function=acetyltransferase activity|0016407||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217011.1;locus_tag=MT_RS13105;product=dihydrolipoamide acetyltransferase family protein;protein_id=WP_010924536.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2805424,2806470,1047,-,,,gene-MT_RS13110,bkdB,,MT_RS13110,protein_coding,ID=gene-MT_RS13110;Name=bkdB;gbkey=Gene;gene=bkdB;gene_biotype=protein_coding;locus_tag=MT_RS13110;old_locus_tag=MT2571
CDC1551,NC_002755.2,Protein Homology,CDS,2805424,2806470,1047,-,,0,cds-WP_003412757.1,WP_003412757.1,3-methyl-2-oxobutanoate dehydrogenase subunit beta,MT_RS13110,protein_coding,ID=cds-WP_003412757.1;Parent=gene-MT_RS13110;Dbxref=GenBank:WP_003412757.1;Name=WP_003412757.1;gbkey=CDS;gene=bkdB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217012.1;locus_tag=MT_RS13110;product=3-methyl-2-oxobutanoate dehydrogenase subunit beta;protein_id=WP_003412757.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2806481,2807584,1104,-,,,gene-MT_RS13115,pdhA,,MT_RS13115,protein_coding,ID=gene-MT_RS13115;Name=pdhA;gbkey=Gene;gene=pdhA;gene_biotype=protein_coding;locus_tag=MT_RS13115;old_locus_tag=MT2572
CDC1551,NC_002755.2,Protein Homology,CDS,2806481,2807584,1104,-,,0,cds-WP_003412761.1,WP_003412761.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,MT_RS13115,protein_coding,"ID=cds-WP_003412761.1;Parent=gene-MT_RS13115;Dbxref=GenBank:WP_003412761.1;Name=WP_003412761.1;Ontology_term=GO:0006086,GO:0004739,GO:0045254;gbkey=CDS;gene=pdhA;go_component=pyruvate dehydrogenase complex|0045254||IEA;go_function=pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA;go_process=pyruvate decarboxylation to acetyl-CoA|0006086||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217013.1;locus_tag=MT_RS13115;product=pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha;protein_id=WP_003412761.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2807843,2808664,822,-,,,gene-MT_RS13120,citE,,MT_RS13120,protein_coding,ID=gene-MT_RS13120;Name=citE;gbkey=Gene;gene=citE;gene_biotype=protein_coding;locus_tag=MT_RS13120;old_locus_tag=MT2573
CDC1551,NC_002755.2,Protein Homology,CDS,2807843,2808664,822,-,,0,cds-WP_003412766.1,WP_003412766.1,citrate (pro-3S)-lyase subunit beta,MT_RS13120,protein_coding,ID=cds-WP_003412766.1;Parent=gene-MT_RS13120;Dbxref=GenBank:WP_003412766.1;Name=WP_003412766.1;gbkey=CDS;gene=citE;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217014.1;locus_tag=MT_RS13120;product=citrate (pro-3S)-lyase subunit beta;protein_id=WP_003412766.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2808661,2809218,558,-,,,gene-MT_RS13125,MT_RS13125,,MT_RS13125,protein_coding,ID=gene-MT_RS13125;Name=MT_RS13125;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13125;old_locus_tag=MT2574
CDC1551,NC_002755.2,Protein Homology,CDS,2808661,2809218,558,-,,0,cds-WP_003412768.1,WP_003412768.1,MaoC family dehydratase,MT_RS13125,protein_coding,ID=cds-WP_003412768.1;Parent=gene-MT_RS13125;Dbxref=GenBank:WP_003412768.1;Name=WP_003412768.1;Ontology_term=GO:0016829;gbkey=CDS;go_function=lyase activity|0016829||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217015.1;locus_tag=MT_RS13125;product=MaoC family dehydratase;protein_id=WP_003412768.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2809215,2810399,1185,-,,,gene-MT_RS13130,MT_RS13130,,MT_RS13130,protein_coding,ID=gene-MT_RS13130;Name=MT_RS13130;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13130;old_locus_tag=MT2575
CDC1551,NC_002755.2,Protein Homology,CDS,2809215,2810399,1185,-,,0,cds-WP_003412771.1,WP_003412771.1,acyl-CoA dehydrogenase family protein,MT_RS13130,protein_coding,"ID=cds-WP_003412771.1;Parent=gene-MT_RS13130;Dbxref=GenBank:WP_003412771.1;Name=WP_003412771.1;Ontology_term=GO:0003995,GO:0050660;gbkey=CDS;go_function=acyl-CoA dehydrogenase activity|0003995||IEA,flavin adenine dinucleotide binding|0050660||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217016.1;locus_tag=MT_RS13130;product=acyl-CoA dehydrogenase family protein;protein_id=WP_003412771.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2810404,2812368,1965,-,,,gene-MT_RS13135,MT_RS13135,,MT_RS13135,protein_coding,ID=gene-MT_RS13135;Name=MT_RS13135;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13135;old_locus_tag=MT2576
CDC1551,NC_002755.2,Protein Homology,CDS,2810404,2812368,1965,-,,0,cds-WP_003899356.1,WP_003899356.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,MT_RS13135,protein_coding,"ID=cds-WP_003899356.1;Parent=gene-MT_RS13135;Dbxref=GenBank:WP_003899356.1;Name=WP_003899356.1;Ontology_term=GO:0004075,GO:0005524,GO:0016421,GO:0046872;gbkey=CDS;go_function=biotin carboxylase activity|0004075||IEA,ATP binding|0005524||IEA,CoA carboxylase activity|0016421||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217017.1;locus_tag=MT_RS13135;product=acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha;protein_id=WP_003899356.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,2812373,2813962,1590,-,,,gene-MT_RS13140,MT_RS13140,,MT_RS13140,protein_coding,ID=gene-MT_RS13140;Name=MT_RS13140;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13140;old_locus_tag=MT2577
CDC1551,NC_002755.2,Protein Homology,CDS,2812373,2813962,1590,-,,0,cds-WP_003412778.1,WP_003412778.1,acetyl-/propionyl-CoA carboxylase subunit beta,MT_RS13140,protein_coding,ID=cds-WP_003412778.1;Parent=gene-MT_RS13140;Dbxref=GenBank:WP_003412778.1;Name=WP_003412778.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217018.1;locus_tag=MT_RS13140;product=acetyl-/propionyl-CoA carboxylase subunit beta;protein_id=WP_003412778.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2813959,2814615,657,-,,,gene-MT_RS13145,scoB,,MT_RS13145,protein_coding,ID=gene-MT_RS13145;Name=scoB;gbkey=Gene;gene=scoB;gene_biotype=protein_coding;locus_tag=MT_RS13145;old_locus_tag=MT2578
CDC1551,NC_002755.2,Protein Homology,CDS,2813959,2814615,657,-,,0,cds-WP_003412782.1,WP_003412782.1,succinyl-CoA--3-ketoacid CoA transferase subunit B,MT_RS13145,protein_coding,ID=cds-WP_003412782.1;Parent=gene-MT_RS13145;Dbxref=GenBank:WP_003412782.1;Name=WP_003412782.1;gbkey=CDS;gene=scoB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217019.1;locus_tag=MT_RS13145;product=succinyl-CoA--3-ketoacid CoA transferase subunit B;protein_id=WP_003412782.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2814612,2815358,747,-,,,gene-MT_RS13150,scoA,,MT_RS13150,protein_coding,ID=gene-MT_RS13150;Name=scoA;gbkey=Gene;gene=scoA;gene_biotype=protein_coding;locus_tag=MT_RS13150;old_locus_tag=MT2579
CDC1551,NC_002755.2,Protein Homology,CDS,2814612,2815358,747,-,,0,cds-WP_003412786.1,WP_003412786.1,succinyl-CoA--3-ketoacid CoA transferase subunit A,MT_RS13150,protein_coding,ID=cds-WP_003412786.1;Parent=gene-MT_RS13150;Dbxref=GenBank:WP_003412786.1;Name=WP_003412786.1;gbkey=CDS;gene=scoA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217020.1;locus_tag=MT_RS13150;product=succinyl-CoA--3-ketoacid CoA transferase subunit A;protein_id=WP_003412786.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2815441,2817084,1644,-,,,gene-MT_RS13155,MT_RS13155,,MT_RS13155,protein_coding,ID=gene-MT_RS13155;Name=MT_RS13155;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13155;old_locus_tag=MT2580
CDC1551,NC_002755.2,Protein Homology,CDS,2815441,2817084,1644,-,,0,cds-WP_003899357.1,WP_003899357.1,AMP-binding protein,MT_RS13155,protein_coding,ID=cds-WP_003899357.1;Parent=gene-MT_RS13155;Dbxref=GenBank:WP_003899357.1;Name=WP_003899357.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_217021.1;locus_tag=MT_RS13155;product=AMP-binding protein;protein_id=WP_003899357.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,2817200,2817847,648,+,,,gene-MT_RS13160,MT_RS13160,,MT_RS13160,protein_coding,ID=gene-MT_RS13160;Name=MT_RS13160;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS13160;old_locus_tag=MT2581
