strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
H37Rv,NC_000962.3,RefSeq,gene,2224220,2225188,969,-,,,gene-Rv1981c,nrdF1,,Rv1981c,protein_coding,ID=gene-Rv1981c;Dbxref=GeneID:885923;Name=nrdF1;gbkey=Gene;gene=nrdF1;gene_biotype=protein_coding;gene_synonym=nrdF;locus_tag=Rv1981c
H37Rv,NC_000962.3,RefSeq,CDS,2224220,2225188,969,-,,0,cds-YP_177853.1,YP_177853.1,ribonucleoside-diphosphate reductase subunit beta NrdF1,Rv1981c,protein_coding,"ID=cds-YP_177853.1;Parent=gene-Rv1981c;Dbxref=GenBank:YP_177853.1,GeneID:885923;Name=YP_177853.1;Note=ribonucleotide reductase small subunit (R2F protein);experiment=EXISTENCE:Gene expression[PMID:9335290],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=nrdF1;inference=protein motif:PROSITE:PS00368;locus_tag=Rv1981c;product=ribonucleoside-diphosphate reductase subunit beta NrdF1;protein_id=YP_177853.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2225413,2225832,420,-,,,gene-Rv1982c,vapC36,,Rv1982c,protein_coding,ID=gene-Rv1982c;Dbxref=GeneID:885816;Name=vapC36;gbkey=Gene;gene=vapC36;gene_biotype=protein_coding;locus_tag=Rv1982c
H37Rv,NC_000962.3,RefSeq,CDS,2225413,2225832,420,-,,0,cds-NP_216498.1,NP_216498.1,ribonuclease VapC36,Rv1982c,protein_coding,"ID=cds-NP_216498.1;Parent=gene-Rv1982c;Dbxref=GenBank:NP_216498.1,GeneID:885816;Name=NP_216498.1;Note=toxin%2C part of toxin-antitoxin (TA) operon with Rv1982A%2Ccontains PIN domain;gbkey=CDS;gene=vapC36;locus_tag=Rv1982c;product=ribonuclease VapC36;protein_id=NP_216498.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2225841,2226101,261,-,,,gene-Rv1982A,vapB36,,Rv1982A,protein_coding,ID=gene-Rv1982A;Dbxref=GeneID:11117810;Name=vapB36;gbkey=Gene;gene=vapB36;gene_biotype=protein_coding;locus_tag=Rv1982A
H37Rv,NC_000962.3,RefSeq,CDS,2225841,2226101,261,-,,0,cds-YP_004837054.1,YP_004837054.1,antitoxin VapB36,Rv1982A,protein_coding,"ID=cds-YP_004837054.1;Parent=gene-Rv1982A;Dbxref=GenBank:YP_004837054.1,GeneID:11117810;Name=YP_004837054.1;Note=part of toxin-antitoxin (TA) operon with Rv1982c;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=vapB36;locus_tag=Rv1982A;product=antitoxin VapB36;protein_id=YP_004837054.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2226244,2227920,1677,+,,,gene-Rv1983,PE_PGRS35,,Rv1983,protein_coding,ID=gene-Rv1983;Dbxref=GeneID:885921;Name=PE_PGRS35;gbkey=Gene;gene=PE_PGRS35;gene_biotype=protein_coding;locus_tag=Rv1983
H37Rv,NC_000962.3,RefSeq,CDS,2226244,2227920,1677,+,,0,cds-YP_177854.1,YP_177854.1,PE-PGRS family protein PE_PGRS35,Rv1983,protein_coding,"ID=cds-YP_177854.1;Parent=gene-Rv1983;Dbxref=GenBank:YP_177854.1,GeneID:885921;Name=YP_177854.1;Note=Member of the Mycobacterium tuberculosis PE family%2C PGRS subfamily of ala-%2C gly-rich proteins;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=PE_PGRS35;inference=protein motif:PROSITE:PS00141;locus_tag=Rv1983;product=PE-PGRS family protein PE_PGRS35;protein_id=YP_177854.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2227908,2228561,654,-,,,gene-Rv1984c,cfp21,,Rv1984c,protein_coding,"ID=gene-Rv1984c;Dbxref=GeneID:885813;Name=cfp21;gbkey=Gene;gene=cfp21;gene_biotype=protein_coding;gene_synonym=clp1,culp1;locus_tag=Rv1984c"
H37Rv,NC_000962.3,RefSeq,CDS,2227908,2228561,654,-,,0,cds-NP_216500.1,NP_216500.1,cutinase,Rv1984c,protein_coding,"ID=cds-NP_216500.1;Parent=gene-Rv1984c;Dbxref=GenBank:NP_216500.1,GeneID:885813;Name=NP_216500.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=cfp21;inference=protein motif:PROSITE:PS00155;locus_tag=Rv1984c;product=cutinase;protein_id=NP_216500.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2228676,2228906,231,+,,,gene-RV1984a,RV1984a,,RV1984a,protein_coding,ID=gene-RV1984a;Dbxref=GeneID:19394676;Name=RV1984a;gbkey=Gene;gene_biotype=protein_coding;locus_tag=RV1984a
H37Rv,NC_000962.3,RefSeq,CDS,2228676,2228906,231,+,,0,cds-YP_009030034.1,YP_009030034.1,hypothetical protein,RV1984a,protein_coding,"ID=cds-YP_009030034.1;Parent=gene-RV1984a;Dbxref=GenBank:YP_009030034.1,GeneID:19394676;Name=YP_009030034.1;gbkey=CDS;locus_tag=RV1984a;product=hypothetical protein;protein_id=YP_009030034.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2228991,2229902,912,-,,,gene-Rv1985c,Rv1985c,,Rv1985c,protein_coding,ID=gene-Rv1985c;Dbxref=GeneID:885818;Name=Rv1985c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1985c
H37Rv,NC_000962.3,RefSeq,CDS,2228991,2229902,912,-,,0,cds-NP_216501.1,NP_216501.1,HTH-type transcriptional regulator,Rv1985c,protein_coding,"ID=cds-NP_216501.1;Parent=gene-Rv1985c;Dbxref=GenBank:NP_216501.1,GeneID:885818;Name=NP_216501.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;inference=protein motif:PROSITE:PS00044;locus_tag=Rv1985c;product=HTH-type transcriptional regulator;protein_id=NP_216501.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2230011,2230610,600,+,,,gene-Rv1986,Rv1986,,Rv1986,protein_coding,ID=gene-Rv1986;Dbxref=GeneID:885635;Name=Rv1986;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1986
H37Rv,NC_000962.3,RefSeq,CDS,2230011,2230610,600,+,,0,cds-NP_216502.1,NP_216502.1,amino acid transporter,Rv1986,protein_coding,"ID=cds-NP_216502.1;Parent=gene-Rv1986;Dbxref=GenBank:NP_216502.1,GeneID:885635;Name=NP_216502.1;Note=integral membrane protein;gbkey=CDS;locus_tag=Rv1986;product=amino acid transporter;protein_id=NP_216502.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2231026,2231454,429,+,,,gene-Rv1987,Rv1987,,Rv1987,protein_coding,ID=gene-Rv1987;Dbxref=GeneID:885815;Name=Rv1987;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1987
H37Rv,NC_000962.3,RefSeq,CDS,2231026,2231454,429,+,,0,cds-NP_216503.1,NP_216503.1,chitinase,Rv1987,protein_coding,"ID=cds-NP_216503.1;Parent=gene-Rv1987;Dbxref=GenBank:NP_216503.1,GeneID:885815;Name=NP_216503.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1987;product=chitinase;protein_id=NP_216503.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2231680,2232219,540,+,,,gene-Rv1988,erm(37),,Rv1988,protein_coding,ID=gene-Rv1988;Dbxref=GeneID:885632;Name=erm(37);gbkey=Gene;gene=erm(37);gene_biotype=protein_coding;locus_tag=Rv1988
H37Rv,NC_000962.3,RefSeq,CDS,2231680,2232219,540,+,,0,cds-NP_216504.1,NP_216504.1,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37),Rv1988,protein_coding,"ID=cds-NP_216504.1;Parent=gene-Rv1988;Dbxref=GenBank:NP_216504.1,GeneID:885632;Name=NP_216504.1;Note=This region is a possible MT-complex-specific genomic island (See Becq et al.%2C 2007 PMID:17545187).;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;gene=erm(37);inference=protein motif:PROSITE:PS00092;locus_tag=Rv1988;product=23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37);protein_id=NP_216504.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2232739,2233299,561,-,,,gene-Rv1989c,Rv1989c,,Rv1989c,protein_coding,ID=gene-Rv1989c;Dbxref=GeneID:885810;Name=Rv1989c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1989c
H37Rv,NC_000962.3,RefSeq,CDS,2232739,2233299,561,-,,0,cds-NP_216505.1,NP_216505.1,hypothetical protein,Rv1989c,protein_coding,"ID=cds-NP_216505.1;Parent=gene-Rv1989c;Dbxref=GenBank:NP_216505.1,GeneID:885810;Name=NP_216505.1;Note=This region is a possible MT-complex-specific genomic island (See Becq et al.%2C 2007 PMID:17545187).;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1989c;product=hypothetical protein;protein_id=NP_216505.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2233296,2233637,342,-,,,gene-Rv1990c,Rv1990c,,Rv1990c,protein_coding,ID=gene-Rv1990c;Dbxref=GeneID:885422;Name=Rv1990c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1990c
H37Rv,NC_000962.3,RefSeq,CDS,2233296,2233637,342,-,,0,cds-NP_216506.1,NP_216506.1,transcriptional regulator,Rv1990c,protein_coding,"ID=cds-NP_216506.1;Parent=gene-Rv1990c;Dbxref=GenBank:NP_216506.1,GeneID:885422;Name=NP_216506.1;Note=This region is a possible MT-complex-specific genomic island (See Becq et al.%2C 2007 PMID:17545187).;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1990c;product=transcriptional regulator;protein_id=NP_216506.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2234305,2234649,345,-,,,gene-Rv1991c,mazF6,,Rv1991c,protein_coding,ID=gene-Rv1991c;Dbxref=GeneID:885634;Name=mazF6;gbkey=Gene;gene=mazF6;gene_biotype=protein_coding;gene_synonym=mt3;locus_tag=Rv1991c
H37Rv,NC_000962.3,RefSeq,CDS,2234305,2234649,345,-,,0,cds-NP_216507.1,NP_216507.1,mRNA interferase MazF6,Rv1991c,protein_coding,"ID=cds-NP_216507.1;Parent=gene-Rv1991c;Dbxref=GenBank:NP_216507.1,GeneID:885634;Name=NP_216507.1;Note=toxin%2C part of toxin-antitoxin (TA) operon with Rv1991A. This region is a possible MT-complex-specific genomic island (See Becq et al.%2C 2007 PMID:17545187).;experiment=DESCRIPTION:Gene expression[PMID:1762303],DESCRIPTION:Gene expression[PMID:18258191],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=mazF6;locus_tag=Rv1991c;product=mRNA interferase MazF6;protein_id=NP_216507.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2234643,2234891,249,-,,,gene-Rv1991A,mazE6,,Rv1991A,protein_coding,ID=gene-Rv1991A;Dbxref=GeneID:14515890;Name=mazE6;gbkey=Gene;gene=mazE6;gene_biotype=protein_coding;locus_tag=Rv1991A
H37Rv,NC_000962.3,RefSeq,CDS,2234643,2234891,249,-,,0,cds-YP_007410673.1,YP_007410673.1,antitoxin MazE6,Rv1991A,protein_coding,"ID=cds-YP_007410673.1;Parent=gene-Rv1991A;Dbxref=GenBank:YP_007410673.1,GeneID:14515890;Name=YP_007410673.1;Note=MazE6%2C antitoxin%2C part of toxin-antitoxin (TA) operon with Rv1991c.;experiment=DESCRIPTION:Gene expression[PMID:1762303],DESCRIPTION:Gene expression[PMID:18258191];gbkey=CDS;gene=mazE6;locus_tag=Rv1991A;product=antitoxin MazE6;protein_id=YP_007410673.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2234991,2237306,2316,-,,,gene-Rv1992c,ctpG,,Rv1992c,protein_coding,ID=gene-Rv1992c;Dbxref=GeneID:888914;Name=ctpG;gbkey=Gene;gene=ctpG;gene_biotype=protein_coding;gene_synonym=cmtA;locus_tag=Rv1992c
H37Rv,NC_000962.3,RefSeq,CDS,2234991,2237306,2316,-,,0,cds-NP_216508.1,NP_216508.1,cation transporter ATPase G,Rv1992c,protein_coding,"ID=cds-NP_216508.1;Parent=gene-Rv1992c;Dbxref=GenBank:NP_216508.1,GeneID:888914;Name=NP_216508.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=ctpG;inference=protein motif:PROSITE:PS00435;locus_tag=Rv1992c;product=cation transporter ATPase G;protein_id=NP_216508.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2237303,2237575,273,-,,,gene-Rv1993c,Rv1993c,,Rv1993c,protein_coding,ID=gene-Rv1993c;Dbxref=GeneID:885631;Name=Rv1993c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1993c
H37Rv,NC_000962.3,RefSeq,CDS,2237303,2237575,273,-,,0,cds-NP_216509.1,NP_216509.1,hypothetical protein,Rv1993c,protein_coding,"ID=cds-NP_216509.1;Parent=gene-Rv1993c;Dbxref=GenBank:NP_216509.1,GeneID:885631;Name=NP_216509.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1993c;product=hypothetical protein;protein_id=NP_216509.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2237628,2237984,357,-,,,gene-Rv1994c,cmtR,,Rv1994c,protein_coding,ID=gene-Rv1994c;Dbxref=GeneID:888889;Name=cmtR;gbkey=Gene;gene=cmtR;gene_biotype=protein_coding;locus_tag=Rv1994c
H37Rv,NC_000962.3,RefSeq,CDS,2237628,2237984,357,-,,0,cds-NP_216510.1,NP_216510.1,HTH-type transcriptional regulator CmtR,Rv1994c,protein_coding,"ID=cds-NP_216510.1;Parent=gene-Rv1994c;Dbxref=GenBank:NP_216510.1,GeneID:888889;Name=NP_216510.1;experiment=DESCRIPTION:Protein purification and characterization[PMID:12939264],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=cmtR;locus_tag=Rv1994c;product=HTH-type transcriptional regulator CmtR;protein_id=NP_216510.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2238141,2238908,768,+,,,gene-Rv1995,Rv1995,,Rv1995,protein_coding,ID=gene-Rv1995;Dbxref=GeneID:888917;Name=Rv1995;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1995
H37Rv,NC_000962.3,RefSeq,CDS,2238141,2238908,768,+,,0,cds-NP_216511.1,NP_216511.1,hypothetical protein,Rv1995,protein_coding,"ID=cds-NP_216511.1;Parent=gene-Rv1995;Dbxref=GenBank:NP_216511.1,GeneID:888917;Name=NP_216511.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1995;product=hypothetical protein;protein_id=NP_216511.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2239004,2239957,954,+,,,gene-Rv1996,Rv1996,,Rv1996,protein_coding,ID=gene-Rv1996;Dbxref=GeneID:888863;Name=Rv1996;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1996
H37Rv,NC_000962.3,RefSeq,CDS,2239004,2239957,954,+,,0,cds-NP_216512.1,NP_216512.1,universal stress protein,Rv1996,protein_coding,"ID=cds-NP_216512.1;Parent=gene-Rv1996;Dbxref=GenBank:NP_216512.1,GeneID:888863;Name=NP_216512.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1996;product=universal stress protein;protein_id=NP_216512.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2240159,2242876,2718,+,,,gene-Rv1997,ctpF,,Rv1997,protein_coding,ID=gene-Rv1997;Dbxref=GeneID:888867;Name=ctpF;gbkey=Gene;gene=ctpF;gene_biotype=protein_coding;locus_tag=Rv1997
H37Rv,NC_000962.3,RefSeq,CDS,2240159,2242876,2718,+,,0,cds-NP_216513.1,NP_216513.1,cation transporter ATPase F,Rv1997,protein_coding,"ID=cds-NP_216513.1;Parent=gene-Rv1997;Dbxref=GenBank:NP_216513.1,GeneID:888867;Name=NP_216513.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=ctpF;inference=protein motif:PROSITE:PS00154;locus_tag=Rv1997;product=cation transporter ATPase F;protein_id=NP_216513.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2242945,2243721,777,-,,,gene-Rv1998c,Rv1998c,,Rv1998c,protein_coding,ID=gene-Rv1998c;Dbxref=GeneID:888853;Name=Rv1998c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1998c
H37Rv,NC_000962.3,RefSeq,CDS,2242945,2243721,777,-,,0,cds-NP_216514.1,NP_216514.1,hypothetical protein,Rv1998c,protein_coding,"ID=cds-NP_216514.1;Parent=gene-Rv1998c;Dbxref=GenBank:NP_216514.1,GeneID:888853;Name=NP_216514.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv1998c;product=hypothetical protein;protein_id=NP_216514.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2243816,2245138,1323,-,,,gene-Rv1999c,Rv1999c,,Rv1999c,protein_coding,ID=gene-Rv1999c;Dbxref=GeneID:888881;Name=Rv1999c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv1999c
H37Rv,NC_000962.3,RefSeq,CDS,2243816,2245138,1323,-,,0,cds-NP_216515.1,NP_216515.1,transporter,Rv1999c,protein_coding,"ID=cds-NP_216515.1;Parent=gene-Rv1999c;Dbxref=GenBank:NP_216515.1,GeneID:888881;Name=NP_216515.1;Note=integral membrane protein;gbkey=CDS;locus_tag=Rv1999c;product=transporter;protein_id=NP_216515.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2245209,2246822,1614,+,,,gene-Rv2000,Rv2000,,Rv2000,protein_coding,ID=gene-Rv2000;Dbxref=GeneID:888864;Name=Rv2000;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2000
H37Rv,NC_000962.3,RefSeq,CDS,2245209,2246822,1614,+,,0,cds-NP_216516.1,NP_216516.1,hypothetical protein,Rv2000,protein_coding,"ID=cds-NP_216516.1;Parent=gene-Rv2000;Dbxref=GenBank:NP_216516.1,GeneID:888864;Name=NP_216516.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2000;product=hypothetical protein;protein_id=NP_216516.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2246832,2247584,753,+,,,gene-Rv2001,Rv2001,,Rv2001,protein_coding,ID=gene-Rv2001;Dbxref=GeneID:888880;Name=Rv2001;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2001
H37Rv,NC_000962.3,RefSeq,CDS,2246832,2247584,753,+,,0,cds-NP_216517.1,NP_216517.1,hypothetical protein,Rv2001,protein_coding,"ID=cds-NP_216517.1;Parent=gene-Rv2001;Dbxref=GenBank:NP_216517.1,GeneID:888880;Name=NP_216517.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2001;product=hypothetical protein;protein_id=NP_216517.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2247660,2248442,783,+,,,gene-Rv2002,fabG3,,Rv2002,protein_coding,ID=gene-Rv2002;Dbxref=GeneID:888857;Name=fabG3;gbkey=Gene;gene=fabG3;gene_biotype=protein_coding;locus_tag=Rv2002
H37Rv,NC_000962.3,RefSeq,CDS,2247660,2248442,783,+,,0,cds-NP_216518.1,NP_216518.1,3-alpha(or 20-beta)-hydroxysteroid dehydrogenase,Rv2002,protein_coding,"ID=cds-NP_216518.1;Parent=gene-Rv2002;Dbxref=GenBank:NP_216518.1,GeneID:888857;Name=NP_216518.1;Note=cortisone reductase ((R)-20-hydroxysteroid dehydrogenase);experiment=DESCRIPTION:Protein purification and characterization[PMID:12524453],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=fabG3;inference=protein motif:PROSITE:PS00061;locus_tag=Rv2002;product=3-alpha(or 20-beta)-hydroxysteroid dehydrogenase;protein_id=NP_216518.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2248563,2249420,858,-,,,gene-Rv2003c,Rv2003c,,Rv2003c,protein_coding,ID=gene-Rv2003c;Dbxref=GeneID:888818;Name=Rv2003c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2003c
H37Rv,NC_000962.3,RefSeq,CDS,2248563,2249420,858,-,,0,cds-NP_216519.1,NP_216519.1,hypothetical protein,Rv2003c,protein_coding,"ID=cds-NP_216519.1;Parent=gene-Rv2003c;Dbxref=GenBank:NP_216519.1,GeneID:888818;Name=NP_216519.1;gbkey=CDS;locus_tag=Rv2003c;product=hypothetical protein;protein_id=NP_216519.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2249478,2250974,1497,-,,,gene-Rv2004c,Rv2004c,,Rv2004c,protein_coding,ID=gene-Rv2004c;Dbxref=GeneID:888817;Name=Rv2004c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2004c
H37Rv,NC_000962.3,RefSeq,CDS,2249478,2250974,1497,-,,0,cds-NP_216520.1,NP_216520.1,hypothetical protein,Rv2004c,protein_coding,"ID=cds-NP_216520.1;Parent=gene-Rv2004c;Dbxref=GenBank:NP_216520.1,GeneID:888817;Name=NP_216520.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00017;locus_tag=Rv2004c;product=hypothetical protein;protein_id=NP_216520.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2250996,2251883,888,-,,,gene-Rv2005c,Rv2005c,,Rv2005c,protein_coding,ID=gene-Rv2005c;Dbxref=GeneID:888831;Name=Rv2005c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2005c
H37Rv,NC_000962.3,RefSeq,CDS,2250996,2251883,888,-,,0,cds-NP_216521.1,NP_216521.1,universal stress protein,Rv2005c,protein_coding,"ID=cds-NP_216521.1;Parent=gene-Rv2005c;Dbxref=GenBank:NP_216521.1,GeneID:888831;Name=NP_216521.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2005c;product=universal stress protein;protein_id=NP_216521.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2252002,2255985,3984,+,,,gene-Rv2006,otsB1,,Rv2006,protein_coding,ID=gene-Rv2006;Dbxref=GeneID:888943;Name=otsB1;gbkey=Gene;gene=otsB1;gene_biotype=protein_coding;gene_synonym=otsB;locus_tag=Rv2006
H37Rv,NC_000962.3,RefSeq,CDS,2252002,2255985,3984,+,,0,cds-YP_177855.1,YP_177855.1,trehalose-6-phosphate phosphatase OtsB,Rv2006,protein_coding,"ID=cds-YP_177855.1;Parent=gene-Rv2006;Dbxref=GenBank:YP_177855.1,GeneID:888943;Name=YP_177855.1;Note=trehalose-phosphatase (TPP);experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=otsB1;inference=protein motif:PROSITE:PS00148;locus_tag=Rv2006;product=trehalose-6-phosphate phosphatase OtsB;protein_id=YP_177855.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2256084,2256428,345,-,,,gene-Rv2007c,fdxA,,Rv2007c,protein_coding,ID=gene-Rv2007c;Dbxref=GeneID:888887;Name=fdxA;gbkey=Gene;gene=fdxA;gene_biotype=protein_coding;locus_tag=Rv2007c
H37Rv,NC_000962.3,RefSeq,CDS,2256084,2256428,345,-,,0,cds-NP_216523.1,NP_216523.1,ferredoxin,Rv2007c,protein_coding,"ID=cds-NP_216523.1;Parent=gene-Rv2007c;Dbxref=GenBank:NP_216523.1,GeneID:888887;Name=NP_216523.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=fdxA;locus_tag=Rv2007c;product=ferredoxin;protein_id=NP_216523.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2256617,2257942,1326,-,,,gene-Rv2008c,Rv2008c,,Rv2008c,protein_coding,ID=gene-Rv2008c;Dbxref=GeneID:888813;Name=Rv2008c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2008c
H37Rv,NC_000962.3,RefSeq,CDS,2256617,2257942,1326,-,,0,cds-NP_216524.1,NP_216524.1,hypothetical protein,Rv2008c,protein_coding,"ID=cds-NP_216524.1;Parent=gene-Rv2008c;Dbxref=GenBank:NP_216524.1,GeneID:888813;Name=NP_216524.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00501;locus_tag=Rv2008c;product=hypothetical protein;protein_id=NP_216524.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2258030,2258272,243,+,,,gene-Rv2009,vapB15,,Rv2009,protein_coding,ID=gene-Rv2009;Dbxref=GeneID:888925;Name=vapB15;gbkey=Gene;gene=vapB15;gene_biotype=protein_coding;locus_tag=Rv2009
H37Rv,NC_000962.3,RefSeq,CDS,2258030,2258272,243,+,,0,cds-NP_216525.1,NP_216525.1,antitoxin VapB15,Rv2009,protein_coding,"ID=cds-NP_216525.1;Parent=gene-Rv2009;Dbxref=GenBank:NP_216525.1,GeneID:888925;Name=NP_216525.1;Note=VapB15%2C antitoxin%2Cpart of toxin-antitoxin (TA) operon with Rv2010;gbkey=CDS;gene=vapB15;locus_tag=Rv2009;product=antitoxin VapB15;protein_id=NP_216525.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2258273,2258671,399,+,,,gene-Rv2010,vapC15,,Rv2010,protein_coding,ID=gene-Rv2010;Dbxref=GeneID:888933;Name=vapC15;gbkey=Gene;gene=vapC15;gene_biotype=protein_coding;locus_tag=Rv2010
H37Rv,NC_000962.3,RefSeq,CDS,2258273,2258671,399,+,,0,cds-NP_216526.1,NP_216526.1,ribonuclease VapC15,Rv2010,protein_coding,"ID=cds-NP_216526.1;Parent=gene-Rv2010;Dbxref=GenBank:NP_216526.1,GeneID:888933;Name=NP_216526.1;Note=toxin%2C part of toxin-antitoxin (TA) operon with Rv2009%2C contains PIN domain;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=vapC15;locus_tag=Rv2010;product=ribonuclease VapC15;protein_id=NP_216526.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2258854,2259285,432,-,,,gene-Rv2011c,Rv2011c,,Rv2011c,protein_coding,ID=gene-Rv2011c;Dbxref=GeneID:888922;Name=Rv2011c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2011c
